"WOS:000321093600004","2013","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Hoyden, Robert",,,"Defining Crystalline/Amorphous Phases of Nanoparticles through X-ray Absorption Spectroscopy and X-ray Diffraction: The Case of Nickel Phosphide"
"WOS:000321093600004","2013","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Muller, David A.",dm24,,"Defining Crystalline/Amorphous Phases of Nanoparticles through X-ray Absorption Spectroscopy and X-ray Diffraction: The Case of Nickel Phosphide"
"WOS:000321093600004","2013","","OTHERS","Kavli Institute at Cornell for Nanoscale Science (KIC)","KIC","Muller, David A.",dm24,,"Defining Crystalline/Amorphous Phases of Nanoparticles through X-ray Absorption Spectroscopy and X-ray Diffraction: The Case of Nickel Phosphide"
"WOS:000281613800010","2010","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Fernandes, Nikhil",,20820694,"Fullerol ionic fluids"
"WOS:000281613800010","2010","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Dallas, Panagiotis",,20820694,"Fullerol ionic fluids"
"WOS:000281613800010","2010","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Giannelis, Emmanuel P.",epg2,20820694,"Fullerol ionic fluids"
"WOS:000281613800010","2010","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Rodriguez, Robert",,20820694,"Fullerol ionic fluids"
"WOS:000181592800022","2003","COLLEGE OF ENGINEERING","EN","Earth and Atmospheric Sciences","EAS","Derry, LA",lad9,12600395,"Pb scavenging from a freshwater lake by Mn oxides in heterogeneous surface coating materials"
"WOS:000181592800022","2003","COLLEGE OF ENGINEERING","EN","Civil and Environmental Engineering","CEE","Dong, DM",,12600395,"Pb scavenging from a freshwater lake by Mn oxides in heterogeneous surface coating materials"
"WOS:000348281700013","2014","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Muller, David A.",dm24,,"Monolithically Integrated Circuits from Functional Oxides"
"WOS:000348281700013","2014","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Mundy, Julia A.",jam669,,"Monolithically Integrated Circuits from Functional Oxides"
"WOS:000348281700013","2014","","OTHERS","Kavli Institute at Cornell for Nanoscale Science (KIC)","KIC","Muller, David A.",dm24,,"Monolithically Integrated Circuits from Functional Oxides"
"WOS:000276002500005","2010","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Zipfel, Warren R.",wrz2,20389554,"A multiphoton objective design with incorporated beam splitter for enhanced fluorescence collection"
"WOS:000276002500005","2010","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Zipfel, Warren R.",wrz2,20389554,"A multiphoton objective design with incorporated beam splitter for enhanced fluorescence collection"
"WOS:000276002500005","2010","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","McMullen, Jesse D.",,20389554,"A multiphoton objective design with incorporated beam splitter for enhanced fluorescence collection"
"WOS:000322050600012","2013","COLLEGE OF ARTS AND SCIENCES","CAS","Mathematics","MATH","Rand, R. H.",rhr2,,"Shape optimization of a blunt body Vibro-wind galloping oscillator"
"WOS:000322050600012","2013","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Moon, F. C.",,,"Shape optimization of a blunt body Vibro-wind galloping oscillator"
"WOS:000322050600012","2013","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Kluger, J. M.",,,"Shape optimization of a blunt body Vibro-wind galloping oscillator"
"WOS:000322050600012","2013","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Rand, R. H.",rhr2,,"Shape optimization of a blunt body Vibro-wind galloping oscillator"
"WOS:000298868300006","2012","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Thomas, Robert J.",,,"The Hidden System Costs of Wind Generation in a Deregulated Electricity Market"
"WOS:000298868300006","2012","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Charles H. Dyson School of Applied Economics and Management","AEM","Mount, Timothy D.",,,"The Hidden System Costs of Wind Generation in a Deregulated Electricity Market"
"WOS:000298868300006","2012","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Charles H. Dyson School of Applied Economics and Management","AEM","Zimmerman, Ray D.",,,"The Hidden System Costs of Wind Generation in a Deregulated Electricity Market"
"WOS:000298868300006","2012","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Charles H. Dyson School of Applied Economics and Management","AEM","Lamadrid, Alberto J.",,,"The Hidden System Costs of Wind Generation in a Deregulated Electricity Market"
"WOS:000296065700036","2011","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Poitras, Carl B.",cbp8,21997022,"CMOS compatible reconfigurable filter for high bandwidth non-blocking operation"
"WOS:000296065700036","2011","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Lipson, Michal",ml292,21997022,"CMOS compatible reconfigurable filter for high bandwidth non-blocking operation"
"WOS:000296065700036","2011","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Lira, Hugo L. R.",,21997022,"CMOS compatible reconfigurable filter for high bandwidth non-blocking operation"
"WOS:000296065700036","2011","","OTHERS","Others","OTHERS","Lipson, Michal",ml292,21997022,"CMOS compatible reconfigurable filter for high bandwidth non-blocking operation"
"WOS:000349611600014","2015","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Bonassar, Lawrence J.",lb244,25277703,"Dose-Dependent Response of Tissue-Engineered Intervertebral Discs to Dynamic Unconfined Compressive Loading"
"WOS:000349611600014","2015","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Hudson, Katherine D.",,25277703,"Dose-Dependent Response of Tissue-Engineered Intervertebral Discs to Dynamic Unconfined Compressive Loading"
"WOS:000349611600014","2015","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Mozia, Robert I.",,25277703,"Dose-Dependent Response of Tissue-Engineered Intervertebral Discs to Dynamic Unconfined Compressive Loading"
"WOS:000349611600014","2015","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Bonassar, Lawrence J.",lb244,25277703,"Dose-Dependent Response of Tissue-Engineered Intervertebral Discs to Dynamic Unconfined Compressive Loading"
"WOS:000353701700003","2015","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Schlom, Darrell G.",ds636,25832200,"Ultrafast optical tuning of ferromagnetism via the carrier density"
"WOS:000353701700003","2015","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Melville, Alexander",,25832200,"Ultrafast optical tuning of ferromagnetism via the carrier density"
"WOS:000353701700003","2015","","OTHERS","Others","OTHERS","Schlom, Darrell G.",ds636,25832200,"Ultrafast optical tuning of ferromagnetism via the carrier density"
"WOS:000343592800004","2014","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","O'Dell, Dakota",,25330911,"Localized Opto-Mechanical Control of Protein Adsorption onto Carbon Nanotubes"
"WOS:000343592800004","2014","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Serey, Xavier",,25330911,"Localized Opto-Mechanical Control of Protein Adsorption onto Carbon Nanotubes"
"WOS:000343592800004","2014","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Erickson, David",de54,25330911,"Localized Opto-Mechanical Control of Protein Adsorption onto Carbon Nanotubes"
"WOS:000343592800004","2014","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Kang, Pilgyu",,25330911,"Localized Opto-Mechanical Control of Protein Adsorption onto Carbon Nanotubes"
"WOS:000252208200026","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Krishnan, Sitaraman",,18081330,"Settlement of Ulva zoospores on patterned fluorinated and PEGylated monolayer surfaces"
"WOS:000252208200026","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Wong, Kaiming",,18081330,"Settlement of Ulva zoospores on patterned fluorinated and PEGylated monolayer surfaces"
"WOS:000252208200026","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Ober, Christopher K.",cko3,18081330,"Settlement of Ulva zoospores on patterned fluorinated and PEGylated monolayer surfaces"
"WOS:000252208200026","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Asgill, Nicola",,18081330,"Settlement of Ulva zoospores on patterned fluorinated and PEGylated monolayer surfaces"
"WOS:000252208200026","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Dong, Rong",,18081330,"Settlement of Ulva zoospores on patterned fluorinated and PEGylated monolayer surfaces"
"WOS:000252208200026","2008","COLLEGE OF ARTS AND SCIENCES","CAS","Chemistry and Chemical Biology","CHEM","Dong, Rong",,18081330,"Settlement of Ulva zoospores on patterned fluorinated and PEGylated monolayer surfaces"
"WOS:000338726100007","2014","COLLEGE OF ENGINEERING","EN","Operations Research and Information Engineering","ORIE","Shoemaker, Christine A.",cas12,,"SO-I: a surrogate model algorithm for expensive nonlinear integer programming problems including global optimization applications"
"WOS:000338726100007","2014","COLLEGE OF ENGINEERING","EN","Civil and Environmental Engineering","CEE","Shoemaker, Christine A.",cas12,,"SO-I: a surrogate model algorithm for expensive nonlinear integer programming problems including global optimization applications"
"WOS:000338726100007","2014","COLLEGE OF ENGINEERING","EN","Civil and Environmental Engineering","CEE","Mueller, Juliane",,,"SO-I: a surrogate model algorithm for expensive nonlinear integer programming problems including global optimization applications"
"WOS:000264524300007","2009","Weill Cornell Medical College","WEILL","Others","OTHERS","Spector, Jason A.",jas456,,"Fabrication of an artificial 3-dimensional vascular network using sacrificial sugar structures"
"WOS:000264524300007","2009","Weill Cornell Medical College","WEILL","Others","OTHERS","Henderson, Peter W.",,,"Fabrication of an artificial 3-dimensional vascular network using sacrificial sugar structures"
"WOS:000264524300007","2009","Weill Cornell Medical College","WEILL","Others","OTHERS","Singh, Sunil P.",,,"Fabrication of an artificial 3-dimensional vascular network using sacrificial sugar structures"
"WOS:000264524300007","2009","","OTHERS","Nanobiotechnology Center (NBTC)","NBTC","Craighead, Harold G.",hgc1,,"Fabrication of an artificial 3-dimensional vascular network using sacrificial sugar structures"
"WOS:000264524300007","2009","","OTHERS","Nanobiotechnology Center (NBTC)","NBTC","Bellan, Leon M.",,,"Fabrication of an artificial 3-dimensional vascular network using sacrificial sugar structures"
"WOS:000264524300007","2009","","OTHERS","Nanobiotechnology Center (NBTC)","NBTC","Porri, Teresa J.",,,"Fabrication of an artificial 3-dimensional vascular network using sacrificial sugar structures"
"WOS:000304138300011","2012","","OTHERS","Others","OTHERS","Saxena, Ashutosh",,22144522,"Toward Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models"
"WOS:000304138300011","2012","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Li, Congcong",,22144522,"Toward Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models"
"WOS:000304138300011","2012","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Kowdle, Adarsh",,22144522,"Toward Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models"
"WOS:000304138300011","2012","COLLEGE OF ENGINEERING","EN","Electrical and Computer Engineering","ECE","Chen, Tsuhan",tc345,22144522,"Toward Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models"
"WOS:000173626900034","2002","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Microbiology","BIOMI","Ghiorse, WC",,11871557,"Effect of oxide formation mechanisms on lead adsorption by biogenic manganese (hydr)oxides, iron (hydr)oxides, and their mixtures"
"WOS:000173626900034","2002","COLLEGE OF ENGINEERING","EN","Civil and Environmental Engineering","CEE","Lion, LW",lwl3,11871557,"Effect of oxide formation mechanisms on lead adsorption by biogenic manganese (hydr)oxides, iron (hydr)oxides, and their mixtures"
"WOS:000173626900034","2002","COLLEGE OF ENGINEERING","EN","Chemical and Biomolecular Engineering","CHEME","Shuler, ML",mls50,11871557,"Effect of oxide formation mechanisms on lead adsorption by biogenic manganese (hydr)oxides, iron (hydr)oxides, and their mixtures"
"WOS:000274444300013","2010","","OTHERS","Cornell High Energy Synchrotron Source (CHESS)","CHESS","Cornaby, S. W.",,20157276,"Microcrystallography using single-bounce monocapillary optics"
"WOS:000274444300013","2010","","OTHERS","Others","OTHERS","Gillilan, R. E.",,20157276,"Microcrystallography using single-bounce monocapillary optics"
"WOS:000274444300013","2010","","OTHERS","Others","OTHERS","Cook, M. J.",,20157276,"Microcrystallography using single-bounce monocapillary optics"
"WOS:000274444300013","2010","","OTHERS","Others","OTHERS","Bilderback, D. H.",dhb2,20157276,"Microcrystallography using single-bounce monocapillary optics"
"WOS:000274444300013","2010","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Bilderback, D. H.",dhb2,20157276,"Microcrystallography using single-bounce monocapillary optics"
"WOS:000274444300013","2010","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Cornaby, S. W.",,20157276,"Microcrystallography using single-bounce monocapillary optics"
"WOS:000176668800002","2002","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Baker, SP",spb14,,"Effect of nonlinear elastic behavior on bilayer decohesion of thin metal films from nonmetal substrates"
"WOS:000176668800002","2002","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Hui, CY",ch45,,"Effect of nonlinear elastic behavior on bilayer decohesion of thin metal films from nonmetal substrates"
"WOS:000176549000042","2002","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Pope, SB",,,"Coagulation-induced particle-concentration fluctuations in homogeneous, isotropic turbulence"
"WOS:000176549000042","2002","COLLEGE OF ENGINEERING","EN","Chemical and Biomolecular Engineering","CHEME","Koch, DL",dlk15,,"Coagulation-induced particle-concentration fluctuations in homogeneous, isotropic turbulence"
"WOS:000343877500014","2014","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Vicari, Josh",,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000343877500014","2014","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Bonassar, Lawrence J.",lb244,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000343877500014","2014","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Griffin, Darvin J.",,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000343877500014","2014","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Bonassar, Lawrence J.",lb244,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000343877500014","2014","COLLEGE OF ARTS AND SCIENCES","CAS","Department of Physics","PHYS","Cohen, Itai",ic64,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000343877500014","2014","COLLEGE OF ARTS AND SCIENCES","CAS","Department of Physics","PHYS","Buckley, Mark R.",,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000343877500014","2014","COLLEGE OF ARTS AND SCIENCES","CAS","Department of Physics","PHYS","Silverberg, Jesse L.",,25196502,"Effects of Enzymatic Treatments on the Depth-Dependent Viscoelastic Shear Properties of Articular Cartilage"
"WOS:000257861900014","2008","","OTHERS","Cornell High Energy Synchrotron Source (CHESS)","CHESS","Smilgies, Detlef-M.",dms79,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000257861900014","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Huang, Jenny Q.",,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000257861900014","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Bosworth, Joan K.",,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000257861900014","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Paik, Marvin Y.",,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000257861900014","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Ober, Christopher K.",cko3,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000257861900014","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Ko, Albert W.",,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000257861900014","2008","COLLEGE OF ENGINEERING","EN","Materials Science and Engineering","MSE","Schwartz, Evan L.",,19206307,"Control of self-assembly of lithographically patternable block copolymer films"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Tan, Christine P.",,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Brooks, Daniel J.",,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Seo, Bo Ri",bs438,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Fischbach, Claudia",cf99,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Chandler, Emily M.",,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Tan, Christine P.",,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000270320100003","2009","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Craighead, Harold G.",hgc1,20023775,"Parylene peel-off arrays to probe the role of cell-cell interactions in tumour angiogenesis"
"WOS:000231689900016","2005","Weill Cornell Medical College","WEILL","Others","OTHERS","Briggs, W",,16135031,"Assessing the skill of yes/no predictions"
"WOS:000231689900016","2005","COLLEGE OF ENGINEERING","EN","Operations Research and Information Engineering","ORIE","Ruppert, D",dr24,16135031,"Assessing the skill of yes/no predictions"
"WOS:000318173800018","2013","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Brown, Bryan N.",,23360441,"The Effect of IGF-I on Anatomically Shaped Tissue-Engineered Menisci"
"WOS:000318173800018","2013","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Bonassar, Lawrence J.",lb244,23360441,"The Effect of IGF-I on Anatomically Shaped Tissue-Engineered Menisci"
"WOS:000318173800018","2013","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Ballyns, Jeffrey J.",,23360441,"The Effect of IGF-I on Anatomically Shaped Tissue-Engineered Menisci"
"WOS:000318173800018","2013","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Puetzer, Jennifer L.",,23360441,"The Effect of IGF-I on Anatomically Shaped Tissue-Engineered Menisci"
"WOS:000318173800018","2013","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Bonassar, Lawrence J.",lb244,23360441,"The Effect of IGF-I on Anatomically Shaped Tissue-Engineered Menisci"
"WOS:000301316300008","2012","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Molecular Biology and Genetics","MBG","Ke, Ailong",ak425,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Molecular Biology and Genetics","MBG","Xu, Hansen",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CALS","Molecular Biology and Genetics","MBG","Bratkowski, Matthew A.",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ARTS AND SCIENCES","CAS","Molecular Biology and Genetics","MBG","Ke, Ailong",ak425,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ARTS AND SCIENCES","CAS","Molecular Biology and Genetics","MBG","Xu, Hansen",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ARTS AND SCIENCES","CAS","Molecular Biology and Genetics","MBG","Bratkowski, Matthew A.",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ENGINEERING","EN","Chemical and Biomolecular Engineering","CHEME","DeLisa, Matthew P.",md255,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ENGINEERING","EN","Chemical and Biomolecular Engineering","CHEME","Karlsson, Amy J.",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ENGINEERING","EN","Chemical and Biomolecular Engineering","CHEME","Lim, Hyung-Kwon",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","DeLisa, Matthew P.",md255,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Rocco, Mark A.",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000301316300008","2012","","OTHERS","Others","OTHERS","Xu, Hansen",,22197376,"Engineering Antibody Fitness and Function Using Membrane-Anchored Display of Correctly Folded Proteins"
"WOS:000286501300014","2011","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Zipfel, Warren R.",wrz2,20705051,"Chondrocyte calcium signaling in response to fluid flow is regulated by matrix adhesion in 3-D alginate scaffolds"
"WOS:000286501300014","2011","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Bonassar, Lawrence J.",lb244,20705051,"Chondrocyte calcium signaling in response to fluid flow is regulated by matrix adhesion in 3-D alginate scaffolds"
"WOS:000286501300014","2011","COLLEGE OF ENGINEERING","EN","Biomedical Engineering","BME","Degala, Satish",,20705051,"Chondrocyte calcium signaling in response to fluid flow is regulated by matrix adhesion in 3-D alginate scaffolds"
"WOS:000286501300014","2011","COLLEGE OF ENGINEERING","EN","Mechanical and Aerospace Engineering","MAE","Bonassar, Lawrence J.",lb244,20705051,"Chondrocyte calcium signaling in response to fluid flow is regulated by matrix adhesion in 3-D alginate scaffolds"
"WOS:000325475200039","2013","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Muller, David A.",dm24,24115436,"Imaging Atomic Rearrangements in Two-Dimensional Silica Glass: Watching Silica's Dance"
"WOS:000325475200039","2013","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Huang, Pinshane Y.",,24115436,"Imaging Atomic Rearrangements in Two-Dimensional Silica Glass: Watching Silica's Dance"
"WOS:000325475200039","2013","COLLEGE OF ENGINEERING","EN","Applied and Engineering Physics","AEP","Alden, Jonathan S.",,24115436,"Imaging Atomic Rearrangements in Two-Dimensional Silica Glass: Watching Silica's Dance"
