http://scholars.cornell.edu/individual/jrnl-0000449,"Critical Reviews in Biotechnology","1549-7801","1549-7801","[Biotechnology & Applied Microbiology]","Biotechnology"
http://scholars.cornell.edu/individual/jrnl-0001523,"Steel and Composite Structures","","","[Construction & Building Technology, Engineering, Civil, Materials Science, Composites]","Civil Engineering"
http://scholars.cornell.edu/individual/jrnl-0001715,"Journal of Advanced Oxidation Technologies","","","[Chemistry, Physical]","Physical Chemistry"
http://scholars.cornell.edu/individual/jrnl-0001379,"Computer Vision Graphics and Image Processing","","","null","null"
http://scholars.cornell.edu/individual/jrnl-0001570,"ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS","","","[Computer Science, Hardware & Architecture, Computer Science, Software Engineering]","Computer Hardware & Architecture"
http://scholars.cornell.edu/individual/jrnl-0000244,"Annals of the New York Academy of Sciences","1749-6632","1749-6632","[Multidisciplinary Sciences]","General Science & Technology"
http://scholars.cornell.edu/individual/jrnl-0000370,"Auditing: A Journal of Practice and Theory","1558-7991","1558-7991","[Business, Finance]","Accounting"
http://scholars.cornell.edu/individual/jrnl-0000078,"Geologische Rundschau","1437-3262","1437-3262","null","Geology"
http://scholars.cornell.edu/individual/jrnl-0001752,"Immunol Letters","1879-0542","1879-0542","[Immunology]","Immunology"
http://scholars.cornell.edu/individual/jrnl-0001074,"ICARUS","","","[Astronomy & Astrophysics]","Astronomy & Astrophysics"
http://scholars.cornell.edu/individual/jrnl-0001293,"Composite Structures","","","[Materials Science, Composites]","Materials"
http://scholars.cornell.edu/individual/jrnl-0001051,"Electronics Letters","","","[Engineering, Electrical & Electronic]","Electrical & Electronic Engineering"
http://scholars.cornell.edu/individual/jrnl-0001355,"Journal of Membrane Science","","","[Engineering, Chemical, Polymer Science]","Chemical Engineering"
http://scholars.cornell.edu/individual/jrnl-0000946,"Journal of Optics","2040-8986","2040-8986","[Optics]","null"
http://scholars.cornell.edu/individual/jrnl-0001057,"Fuel","","","[Engineering, Chemical, Energy & Fuels]","Energy"
http://scholars.cornell.edu/individual/jrnl-0001318,"International Journal of Multiphase Flow","","","[Mechanics]","Mechanical Engineering & Transports"
http://scholars.cornell.edu/individual/jrnl-0001562,"Psychological Science in the Public Interest","","","[Psychology, Multidisciplinary]","null"
http://scholars.cornell.edu/individual/jrnl-0000509,"Quality Engineering","1532-4222","1532-4222","[Statistics & Probability, Engineering, Industrial]","Pharmacology & Pharmacy"
http://scholars.cornell.edu/individual/jrnl-0001385,"Journal of Engineering for Gas Turbines and Power-Transactions of the Asme","","","[Engineering, Mechanical]","Energy"
http://scholars.cornell.edu/individual/jrnl-0001399,"MECHANICAL SYSTEMS AND SIGNAL PROCESSING","","","[Engineering, Mechanical]","Acoustics"
http://scholars.cornell.edu/individual/jrnl-0000333,"International Journal of Modern Physics B","1793-6578","1793-6578","[Physics, Mathematical, Physics, Condensed Matter, Physics, Applied]","General Physics"
http://scholars.cornell.edu/individual/jrnl-0001138,"Physics of the Earth and Planetary Interiors","","","[Geochemistry & Geophysics]","Geochemistry & Geophysics"
http://scholars.cornell.edu/individual/jrnl-0000979,"IEEE JOURNAL OF THE ELECTRON DEVICES SOCIETY","2168-6734","2168-6734","null","null"
http://scholars.cornell.edu/individual/jrnl-0000838,"Biogeosciences","1726-4189","1726-4189","[Geosciences, Multidisciplinary, Ecology]","Meteorology & Atmospheric Sciences"
http://scholars.cornell.edu/individual/jrnl-0000748,"Nature Materials","1476-4660","1476-4660","[Materials Science, Multidisciplinary, Physics, Condensed Matter, Chemistry, Physical, Physics, Applied]","Nanoscience & Nanotechnology"
http://scholars.cornell.edu/individual/jrnl-0000519,"Computer Science in Economics and Management","1572-9974","1572-9974","null","Economics"
http://scholars.cornell.edu/individual/jrnl-0001571,"IEEE Power and Energy Magazine","","","[Engineering, Electrical & Electronic]","Energy"
http://scholars.cornell.edu/individual/jrnl-0001381,"International Journal of Impact Engineering","","","[Mechanics, Engineering, Mechanical]","Mechanical Engineering & Transports"
http://scholars.cornell.edu/individual/jrnl-0001600,"ECOLOGY AND SOCIETY","","","[Environmental Studies, Ecology]","Ecology"
http://scholars.cornell.edu/individual/jrnl-0000554,"Journal of molecular recognition : JMR","1099-1352","1099-1352","[Biochemistry & Molecular Biology, Biophysics]","Biophysics"
http://scholars.cornell.edu/individual/jrnl-0001843,"Imaging Decisions","1617-0830","1617-0830","null","Nuclear Medicine & Medical Imaging"
http://scholars.cornell.edu/individual/jrnl-0001751,"Phys. Fluids","2163-4998","2163-4998","null","null"
http://scholars.cornell.edu/individual/jrnl-0001646,"Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience","1544-2896","1544-2896","null","null"
http://scholars.cornell.edu/individual/jrnl-0000007,"The Journal of the Acoustical Society of America","1520-8524","1520-8524","[Audiology & Speech-Language Pathology, Acoustics]","Acoustics"
http://scholars.cornell.edu/individual/jrnl-0000685,"Physical Review B","1550-235X","1550-235X","[Physics, Condensed Matter]","Fluids & Plasmas"
http://scholars.cornell.edu/individual/jrnl-0000435,"JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING-ASCE","1943-4774","1943-4774","[Agricultural Engineering, Engineering, Civil, Water Resources]","Environmental Engineering"
http://scholars.cornell.edu/individual/jrnl-0000266,"Chemical Engineering Communications","1563-5201","1563-5201","[Engineering, Chemical]","Chemical Engineering"
http://scholars.cornell.edu/individual/jrnl-0001536,"POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT","","","[Criminology & Penology]","Criminology"
http://scholars.cornell.edu/individual/jrnl-0001437,"JOURNAL OF CORPORATE FINANCE","","","[Business, Finance]","Finance"
http://scholars.cornell.edu/individual/jrnl-0001345,"Accounting, Organizations and Society","","","[Business, Finance]","Accounting"
http://scholars.cornell.edu/individual/jrnl-0000763,"Emotion","1931-1516","1931-1516","[Psychology, Experimental]","Experimental Psychology"
http://scholars.cornell.edu/individual/jrnl-0000857,"Nature Photonics","1749-4893","1749-4893","[Optics, Physics, Applied]","Optoelectronics & Photonics"
http://scholars.cornell.edu/individual/jrnl-0000452,"American Malacological Bulletin","0740-2783","0740-2783","[Marine & Freshwater Biology, Zoology]","Marine Biology & Hydrobiology"
http://scholars.cornell.edu/individual/jrnl-0001430,"Diamond and Related Materials","","","[Materials Science, Multidisciplinary]","Applied Physics"
http://scholars.cornell.edu/individual/jrnl-0001453,"The Journal of Strategic Information Systems","","","[Computer Science, Information Systems, Information Science & Library Science, Management]","Strategic, Defence & Security Studies"
http://scholars.cornell.edu/individual/jrnl-0001140,"Planetary and Space Science","","","[Astronomy & Astrophysics]","Astronomy & Astrophysics"
http://scholars.cornell.edu/individual/jrnl-0000986,"Interpretation-A Journal of Subsurface Characterization","2324-8866","2324-8866","[Geochemistry & Geophysics]","null"
http://scholars.cornell.edu/individual/jrnl-0001672,"Analog Integrated Circuits and Signal Processing","1573-1979","1573-1979","[Engineering, Electrical & Electronic, Computer Science, Hardware & Architecture]","Electrical & Electronic Engineering"
http://scholars.cornell.edu/individual/jrnl-0001008,"Transactions-American Geophysical Union","","","null","null"
http://scholars.cornell.edu/individual/jrnl-0000262,"The Journal of Portfolio Management","2168-8656","2168-8656","[Business, Finance]","Finance"
http://scholars.cornell.edu/individual/jrnl-0000567,"The International Journal of Human Resource Management","1466-4399","1466-4399","[Management]","Industrial Relations"
http://scholars.cornell.edu/individual/jrnl-0001292,"European Management Journal","","","[Management, Business]","Business & Management"
http://scholars.cornell.edu/individual/jrnl-0001168,"ZEITSCHRIFT FUR EXPERIMENTELLE UND ANGEWANDTE PSYCHOLOGIE","","","null","null"
http://scholars.cornell.edu/individual/jrnl-0001193,"IEEE Transactions on Communications","","","[Engineering, Electrical & Electronic, Telecommunications]","null"
http://scholars.cornell.edu/individual/jrnl-0000141,"The Journal of Law and Economics","1537-5285","1537-5285","[Economics, Law]","Economics"
http://scholars.cornell.edu/individual/jrnl-0001458,"Polymer Gels and Networks","","","null","Polymers"
http://scholars.cornell.edu/individual/jrnl-0000969,"MRS COMMUNICATIONS","2159-6867","2159-6867","[Materials Science, Multidisciplinary]","null"
http://scholars.cornell.edu/individual/jrnl-0001213,"Journal of Combinatorial Theory Series A","","","[Mathematics]","Computation Theory & Mathematics"
http://scholars.cornell.edu/individual/jrnl-0001376,"Revista Geologica De Chile","","","null","Geology"
http://scholars.cornell.edu/individual/jrnl-0001643,"Ieee Circuits and Devices Magazine","","","null","Electrical & Electronic Engineering"
http://scholars.cornell.edu/individual/jrnl-0001131,"Ocean Engineering","","","[Engineering, Civil, Engineering, Marine, Engineering, Ocean, Oceanography]","Civil Engineering"
http://scholars.cornell.edu/individual/jrnl-0001818,"Animals","2076-2615","2076-2615","null","null"
http://scholars.cornell.edu/individual/jrnl-0000929,"American Economic Journal: Microeconomics","1945-7685","1945-7685","[Economics]","null"
http://scholars.cornell.edu/individual/jrnl-0001679,"Monte Carlo Methods and Applications","1569-3961","1569-3961","null","null"
http://scholars.cornell.edu/individual/jrnl-0001647,"Frontiers in Computational Neuroscience","1662-5188","1662-5188","[Mining & Mineral Processing, Materials Science, Ceramics, Psychology, Medieval & Renaissance Studies, Film, Radio, Television, Family Studies, Psychology, Applied, Optics, Medical Ethics, History, Literary Theory & Criticism, Crystallography, Biochemistry & Molecular Biology, Operations Research & Management Science, History & Philosophy of Science, Sport Sciences, Public, Environmental & Occupational Health, Literature, British Isles, Plant Sciences, Information Science & Library Science, Materials Science, Textiles, Emergency Medicine, Critical Care Medicine, Mycology, Literature, German, Dutch, Scandinavian, Computer Science, Artificial Intelligence, Psychology, Biological, Gerontology, Nursing, Anatomy & Morphology, Infectious Diseases, Physics, Atomic, Molecular & Chemical, Reproductive Biology, Art, Oncology, Biology, Linguistics, Women's Studies, Engineering, Manufacturing, Integrative & Complementary Medicine, Evolutionary Biology, Communication, Cell & Tissue Engineering, Literary Reviews, Religion, Biotechnology & Applied Microbiology, Language & Linguistics, Medical Informatics, Music, Dance, Chemistry, Multidisciplinary, Statistics & Probability, Computer Science, Information Systems, Physics, Fluids & Plasmas, Physics, Nuclear, Materials Science, Multidisciplinary, Acoustics, Chemistry, Analytical, Oceanography, Chemistry, Medicinal, Mathematical & Computational Biology, International Relations, Criminology & Penology, Nanoscience & Nanotechnology, Materials Science, Characterization & Testing, Engineering, Civil, Physiology, Business, Economics, Social Work, Spectroscopy, Architecture, Dermatology, Medical Laboratory Technology, Behavioral Sciences, Engineering, Multidisciplinary, Rheumatology, Genetics & Heredity, Telecommunications, Chemistry, Physical, Engineering, Mechanical, Physics, Applied, Pathology, Materials Science, Coatings & Films, Orthopedics, Nutrition & Dietetics, Metallurgy & Metallurgical Engineering, Materials Science, Composites, Philosophy, Horticulture, Microbiology, Hospitality, Leisure, Sport & Tourism, Zoology, Transportation, Mathematics, Transplantation, Medicine, Research & Experimental, Mathematics, Interdisciplinary Applications, Ethics, Limnology, Literature, African, Australian, Canadian, Medicine, General & Internal, Urban Studies, Folklore, Asian Studies, Computer Science, Cybernetics, Materials Science, Paper & Wood, Geology, Psychology, Social, History of Social Sciences, Biophysics, Literature, American, Polymer Science, Medicine, Legal, Virology, Agricultural Engineering, Psychology, Educational, Literature, Romance, Microscopy, Forestry, Primary Health Care, Pediatrics, Andrology, Social Sciences, Mathematical Methods, Entomology, Health Care Sciences & Services, Computer Science, Software Engineering, Toxicology, Surgery, Agronomy, Pharmacology & Pharmacy, Agriculture, Multidisciplinary, Poetry, Tropical Medicine, Psychology, Experimental, Parasitology, Food Science & Technology, Engineering, Ocean, Fisheries, Computer Science, Theory & Methods, Remote Sensing, Obstetrics & Gynecology, Social Issues, Planning & Development, Environmental Studies, Theater, Physics, Particles & Fields, Mechanics, Electrochemistry, Multidisciplinary Sciences, Anesthesiology, Rehabilitation, Developmental Biology, Psychology, Multidisciplinary, Transportation Science & Technology, Mineralogy, Physics, Mathematical, Respiratory System, Geography, Physical, Water Resources, Peripheral Vascular Disease, Substance Abuse, Archaeology, Thermodynamics, Agriculture, Dairy & Animal Science, Construction & Building Technology, Sociology, Radiology, Nuclear Medicine & Medical Imaging, Nuclear Science & Technology, Automation & Control Systems, Logic, Environmental Sciences, Industrial Relations & Labor, Classics, Hematology, Meteorology & Atmospheric Sciences, Instruments & Instrumentation, Engineering, Electrical & Electronic, Paleontology, Geochemistry & Geophysics, Cell Biology, Gastroenterology & Hepatology, Cultural Studies, Engineering, Industrial, Psychiatry, Geosciences, Multidisciplinary, Geography, Allergy, Chemistry, Inorganic & Nuclear, Law, Materials Science, Biomaterials, Education, Special, Chemistry, Applied, Astronomy & Astrophysics, Business, Finance, Physics, Multidisciplinary, Energy & Fuels, Urology & Nephrology, Robotics, Engineering, Chemical, Psychology, Clinical, Clinical Neurology, Biodiversity Conservation, Marine & Freshwater Biology, Engineering, Geological, Ophthalmology, Education, Scientific Disciplines, Humanities, Multidisciplinary, Computer Science, Interdisciplinary Applications, Literature, Social Sciences, Interdisciplinary, Area Studies, Mathematics, Applied, Soil Science, Chemistry, Organic, Biochemical Research Methods, Psychology, Psychoanalysis, Endocrinology & Metabolism, Health Policy & Services, Neurosciences, Demography, Engineering, Biomedical, Geriatrics & Gerontology, Education & Educational Research, Physics, Condensed Matter, Anthropology, Otorhinolaryngology, Veterinary Sciences, Immunology, Engineering, Environmental, Ornithology, Computer Science, Hardware & Architecture, Public Administration, Engineering, Petroleum, Imaging Science & Photographic Technology, Dentistry, Oral Surgery & Medicine, Social Sciences, Biomedical, Engineering, Marine, Ecology, Management, Psychology, Developmental, Agricultural Economics & Policy, Literature, Slavic, Political Science, Cardiac & Cardiovascular Systems, Engineering, Aerospace]","null"
http://scholars.cornell.edu/individual/jrnl-0000073,"Experimental Mechanics","1741-2765","1741-2765","[Materials Science, Characterization & Testing, Materials Science, Multidisciplinary, Mechanics]","Mechanical Engineering & Transports"
http://scholars.cornell.edu/individual/jrnl-0001081,"International Journal of Solids and Structures","","","[Mechanics]","Mechanical Engineering & Transports"
http://scholars.cornell.edu/individual/jrnl-0000062,"The Computer Journal","1460-2067","1460-2067","[Computer Science, Information Systems, Computer Science, Theory & Methods, Computer Science, Hardware & Architecture, Computer Science, Software Engineering]","Computation Theory & Mathematics"
http://scholars.cornell.edu/individual/jrnl-0000313,"Lung cancer (Amsterdam, Netherlands)","1872-8332","1872-8332","[Respiratory System, Oncology]","Oncology & Carcinogenesis"
http://scholars.cornell.edu/individual/jrnl-0001373,"A I I E Transactions","","","null","null"
http://scholars.cornell.edu/individual/jrnl-0001344,"Transportation Research Record: Journal of the Transportation Research Board","","","[Transportation Science & Technology, Engineering, Civil]","Logistics & Transportation"
http://scholars.cornell.edu/individual/jrnl-0001266,"Parallel Computing","","","[Computer Science, Theory & Methods]","Distributed Computing"
http://scholars.cornell.edu/individual/jrnl-0000656,"Microcirculation (New York, N.Y. : 1994)","1549-8719","1549-8719","[Hematology, Peripheral Vascular Disease]","Cardiovascular System & Hematology"
http://scholars.cornell.edu/individual/jrnl-0001042,"CORNELL LAW REVIEW","","","[Law]","Law"
