"Ballyns, Jeffrey J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000280692500011","WOS","http://scholars.cornell.edu/individual/UR-6769","Effect of media mixing on ECM assembly and mechanical properties of anatomically-shaped tissue engineered meniscus","10.1016/j.biomaterials.2010.05.039","2010"
"Wright, Timothy M.","Hosp Special Surg","null","UNITED STATES","NY","null","WOS:000280692500011","WOS","http://scholars.cornell.edu/individual/UR-6769","Effect of media mixing on ECM assembly and mechanical properties of anatomically-shaped tissue engineered meniscus","10.1016/j.biomaterials.2010.05.039","2010"
"Bonassar, Lawrence J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000280692500011","WOS","http://scholars.cornell.edu/individual/UR-6769","Effect of media mixing on ECM assembly and mechanical properties of anatomically-shaped tissue engineered meniscus","10.1016/j.biomaterials.2010.05.039","2010"
"Jiang, Quanyuan","Zhejiang University","https://www.grid.ac/institutes/grid.13402.34","CHINA","null","null","WOS:000277375200009","WOS","http://scholars.cornell.edu/individual/UR-389628","A new model of phase shifter for its efficient integration in interior point optimal power flow","10.1002/etep.335","2010"
"Chiang, Hsiao-Dong","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000277375200009","WOS","http://scholars.cornell.edu/individual/UR-389628","A new model of phase shifter for its efficient integration in interior point optimal power flow","10.1002/etep.335","2010"
"Huang, Zhiguang","Zhejiang University","https://www.grid.ac/institutes/grid.13402.34","CHINA","null","null","WOS:000277375200009","WOS","http://scholars.cornell.edu/individual/UR-389628","A new model of phase shifter for its efficient integration in interior point optimal power flow","10.1002/etep.335","2010"
"Guo, Chuangxin","Zhejiang University","https://www.grid.ac/institutes/grid.13402.34","CHINA","null","null","WOS:000277375200009","WOS","http://scholars.cornell.edu/individual/UR-389628","A new model of phase shifter for its efficient integration in interior point optimal power flow","10.1002/etep.335","2010"
"Shuler, ML","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000230875600008","WOS","http://scholars.cornell.edu/individual/UR-364750","Sparge gas composition affects biomass and ajmalicine production from immobilized cell cultures of Catharanthus roseus","10.1016/j.enzmictec.2005.02.016","2005"
"Lee-Parsons, CWT","Northeastern University","https://www.grid.ac/institutes/grid.261112.7","UNITED STATES","MA","null","WOS:000230875600008","WOS","http://scholars.cornell.edu/individual/UR-364750","Sparge gas composition affects biomass and ajmalicine production from immobilized cell cultures of Catharanthus roseus","10.1016/j.enzmictec.2005.02.016","2005"
"Arenholz, E.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Doran, A.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Scholl, A.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Suzuki, Y.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Nelson-Cheeseman, B. B.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Chopdekar, R. V.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Bettinger, J. S.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Chopdekar, R. V.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Kourkoutis, L. F.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Muller, D. A.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Liberati, M.","University of California, Berkeley","https://www.grid.ac/institutes/grid.47840.3f","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Takamura, Y.","University of California, Davis","https://www.grid.ac/institutes/grid.27860.3b","UNITED STATES","CA","null","WOS:000279437700023","WOS","http://scholars.cornell.edu/individual/UR-334437","Magnetism at spinel thin film interfaces probed through soft X-ray spectroscopy techniques","10.1016/j.jmmm.2010.05.005","2010"
"Schubert, J.","JARA FIT","null","GERMANY","null","null","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Brooks, C. M.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Heeg, T.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Brooks, C. M.","Penn State Univ","null","UNITED STATES","PA","null","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Schlom, D. G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Kourkoutis, L. Fitting","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Muller, D. A.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000265823300052","WOS","http://scholars.cornell.edu/individual/UR-250317","Growth of homoepitaxial SrTiO3 thin films by molecular-beam epitaxy","10.1063/1.3117365","2009"
"Srivastava, Samanvaya","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000308891200014","WOS","http://scholars.cornell.edu/individual/UR-238238","High energy lithium-oxygen batteries - transport barriers and thermodynamics","10.1039/c2ee22470d","2012"
"Xu, Shaomao","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000308891200014","WOS","http://scholars.cornell.edu/individual/UR-238238","High energy lithium-oxygen batteries - transport barriers and thermodynamics","10.1039/c2ee22470d","2012"
"Lu, Ying Ying","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000308891200014","WOS","http://scholars.cornell.edu/individual/UR-238238","High energy lithium-oxygen batteries - transport barriers and thermodynamics","10.1039/c2ee22470d","2012"
"Das, Shyamal K.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000308891200014","WOS","http://scholars.cornell.edu/individual/UR-238238","High energy lithium-oxygen batteries - transport barriers and thermodynamics","10.1039/c2ee22470d","2012"
"Archer, Lynden A.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000308891200014","WOS","http://scholars.cornell.edu/individual/UR-238238","High energy lithium-oxygen batteries - transport barriers and thermodynamics","10.1039/c2ee22470d","2012"
"Emwas, Abdul-Hamid","King Abdullah Univ Sci & Technol","null","SAUDI ARABIA","null","null","WOS:000308891200014","WOS","http://scholars.cornell.edu/individual/UR-238238","High energy lithium-oxygen batteries - transport barriers and thermodynamics","10.1039/c2ee22470d","2012"
"Bilderback, Donald H.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Irving, Thomas C.","IIT","null","UNITED STATES","IL","null","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Barrea, Raul A.","IIT","null","UNITED STATES","IL","null","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Huang, Rong","University of Chicago","https://www.grid.ac/institutes/grid.170205.1","UNITED STATES","IL","null","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Cornaby, Sterling","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Bilderback, Donald H.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Cornaby, Sterling","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000262862900012","WOS","http://scholars.cornell.edu/individual/UR-37484","High-flux hard X-ray microbeam using a single-bounce capillary with doubly focused undulator beam","10.1107/S0909049508039782","2009"
"Schlom, D. G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Shen, D. W.","Chinese Acad Sci","null","CHINA","null","null","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Shen, D. W.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Shen, D. W.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Schlom, D. G.","Kavli Inst Cornell Nanoscale Sci","null","UNITED STATES","NY","null","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Brooks, C. M.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Shai, D. E.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Harter, J. W.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Shen, K. M.","Kavli Inst Cornell Nanoscale Sci","null","UNITED STATES","NY","null","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Shen, K. M.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Brooks, C. M.","Penn State Univ","null","UNITED STATES","PA","null","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Burganov, B.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Monkman, E. J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Adamo, C.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000315285500009","WOS","http://scholars.cornell.edu/individual/UR-33961","Quasiparticle Mass Enhancement and Temperature Dependence of the Electronic Structure of Ferromagnetic SrRuO3 Thin Films","10.1103/PhysRevLett.110.087004","2013"
"Schlom, Darrell G.","Kavli Inst Cornell Nanoscale Sci","null","UNITED STATES","NY","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Aziz, Ahmedullah","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Thathachary, Arun V.","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Paik, Hanjong","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Schlom, Darrell G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Datta, Suman","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Shukla, Nikhil","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Agrawal, Ashish","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Engel-Herbert, Roman","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Gupta, Sumeet Kumar","Penn State Univ","null","UNITED STATES","PA","null","WOS:000360341700001","WOS","http://scholars.cornell.edu/individual/UR-433845","A steep-slope transistor based on abrupt electronic phase transition","10.1038/ncomms8812","2015"
"Pan, X. Q.","Univ Michigan","null","UNITED STATES","MI","null","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Liu, B.","IMRA Amer Inc","null","UNITED STATES","MI","null","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Guo, W.","Univ Michigan","null","UNITED STATES","MI","null","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Nelson, C. T.","Univ Michigan","null","UNITED STATES","MI","null","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Che, Y.","IMRA Amer Inc","null","UNITED STATES","MI","null","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Katz, M. B.","Univ Michigan","null","UNITED STATES","MI","null","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Schlom, D. G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
"Heeg, T.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000264633500024","WOS","http://scholars.cornell.edu/individual/UR-363750","Epitaxial ZnO films on (111) Si substrates with Sc2O3 buffer layers","10.1063/1.3095506","2009"
