"http://scholars.cornell.edu/individual/UR-413261","Insight into the rate-limiting steps of influenza membrane binding and fusion using stochastic assays and simulations","3","null","[membrane, stochastic, simulations]"
"http://scholars.cornell.edu/individual/UR-276346","Truncated Fractal Basin Boundaries in the Pendulum with Nonperiodic Forcing","0","null","null"
"http://scholars.cornell.edu/individual/UR-451536","Investment Restrictions and the Pricing of Korean Convertible Eurobonds","16","[New York, developing countries]","[New York, data, investment, bonds, equity, investors, Investment Restrictions, investment restrictions, Pricing, should, equity returns, value, pricing, economic, Investment]"
"http://scholars.cornell.edu/individual/UR-313856","Computational Search for Single-Layer Transition-Metal Dichalcogenide Photocatalysts","1","null","[Search]"
"http://scholars.cornell.edu/individual/UR-15056","Microfluidic Enrichment of Mouse Epidermal Stem Cells and Validation of Stem Cell Proliferation In Vitro","18","[gold, cells, skin, Cells]","[Validation, Enrichment, repair, microfluidic device, cell sorting, Microfluidic, In Vitro, direct, Stem, Cells, gold, cells, Mouse, sorting, time, microfluidic, stem]"
"http://scholars.cornell.edu/individual/UR-313859","Following Chemical Charge Trapping in Pentacene Thin Films by Selective Impurity Doping and Wavelength-Resolved Electric Force Microscopy","5","[Microscopy]","[Pentacene, Trapping, Microscopy, Force, Doping]"
"http://scholars.cornell.edu/individual/UR-313858","Scaling relation for thermal ripples in single and multilayer graphene","2","null","[Scaling, graphene]"
"http://scholars.cornell.edu/individual/UR-313857","Computational identification of single-layer CdO for electronic and optical applications","2","null","[identification, applications]"
"http://scholars.cornell.edu/individual/UR-276347","Stabilizing a Linear-System with Quantized State Feedback","1","[Feedback]","[Feedback]"
"http://scholars.cornell.edu/individual/UR-276348","Extracting State Information from a Quantized Output Record","1","null","[Information]"
"http://scholars.cornell.edu/individual/UR-276349","ANALYTIC FEEDBACK-CONTROL AND THE ALGEBRAIC RICCATI EQUATION","0","null","null"
"http://scholars.cornell.edu/individual/UR-264364","Extraction of Segment Orientation Distributions in Polymer Networks by Inversion of 2H NMR Spectra through the Maximum-Entropy Method","6","null","[Networks, NMR, Inversion, Polymer, Extraction, Orientation]"
"http://scholars.cornell.edu/individual/UR-263035","Suspended glass nanochannels coupled with microstructures for single molecule detection","4","[glass]","[single molecule, microstructures, molecule]"
"http://scholars.cornell.edu/individual/UR-392682","A mesh-decoupled height function method for computing interface curvature","3","null","[computing, function, interface]"
"http://scholars.cornell.edu/individual/UR-264362","End-Linked Poly(dimethylsiloxane) Elastomers:  2 H-Nuclear Magnetic Resonance Investigations of Compression-Induced Segment Anisotropy","3","[Anisotropy]","[Magnetic Resonance, Anisotropy, Resonance]"
"http://scholars.cornell.edu/individual/UR-313863","Questioning the existence of a unique ground-state structure for Si clusters","2","null","[Si, clusters]"
"http://scholars.cornell.edu/individual/UR-413271","A hybrid-choice latent-class model for the analysis of the effects of weather on cycling demand","3","[weather]","[model, analysis]"
"http://scholars.cornell.edu/individual/UR-313861","Electronic Structures of Single-Layer Boron Pnictides","1","null","[Boron]"
"http://scholars.cornell.edu/individual/UR-451526","Regulation Fair Disclosure and Earnings Information: Market, Analyst, and Corporate Responses","17","null","[trading, decimalization, disagreement, change, investment, trading volume, effort, volatility, forecast dispersion, Disclosure, volume, earnings, information, Regulation, behavior, dispersion, Earnings]"
"http://scholars.cornell.edu/individual/UR-313860","The Oxidation of Cobalt Nanoparticles into Kirkendall-Hollowed CoO and Co 3 O 4 : The Diffusion Mechanisms and Atomic Structural Transformations","4","[Nanoparticles, Diffusion, Cobalt]","[Nanoparticles, Oxidation, Diffusion, Cobalt]"
"http://scholars.cornell.edu/individual/UR-313867","Comparison of screened hybrid density functional theory to diffusion Monte Carlo in calculations of total energies of silicon phases and defects","7","[diffusion, silicon]","[functional, diffusion, hybrid, silicon, Monte Carlo, defects, theory]"
"http://scholars.cornell.edu/individual/UR-440871","Nanoscale assembly processes revealed in the nacroprismatic transition zone of Pinna nobilis mollusc shells","13","null","[nanoscale, process, strength, biomineralization, composite material, aggregation, hierarchical structures, interface, Nanoscale, transmission, composite, assembly, multiscale]"
"http://scholars.cornell.edu/individual/UR-313866","Single-Layer Group-III Monochalcogenide Photocatalysts for Water Splitting","1","[Water]","[Water]"
"http://scholars.cornell.edu/individual/UR-440873","Ultrafast fiber lasers based on self-similar pulse evolution: a review of current progress","16","[lasers, research]","[oscillators, development, mode-locked lasers, fiber lasers, evolution, nonlinear, imaging, passive, frequency, Ultrafast, performance, uniqueness, review, design]"
"http://scholars.cornell.edu/individual/UR-313864","Theoretical perspective of photocatalytic properties of single-layer SnS2","0","null","null"
"http://scholars.cornell.edu/individual/UR-451521","Behavioral Biases of Mutual Fund Investors","10","[attention]","[trading, familiarity, Biases, Factor analysis, Investors, biases, attention, tax, analysis, investors]"
"http://scholars.cornell.edu/individual/UR-440875","Spiral to flat fracture transition for notched rods under torsional loading","3","null","[rods, Spiral, fracture]"
"http://scholars.cornell.edu/individual/UR-313869","Computational Discovery, Characterization, and Design of Single-Layer Materials","1","null","[Design]"
"http://scholars.cornell.edu/individual/UR-313868","Computational prediction and characterization of single-layer CrS2","2","null","[prediction, characterization]"
"http://scholars.cornell.edu/individual/UR-452841","Prospect Theory and Asset Prices","21","null","[pain, Theory, affect, values, investment, utility, experimental, predictability, equity, investor, cushion, outcomes, asset prices, dividends, function, Prospect Theory, model, Asset Prices, time, value, pricing]"
"http://scholars.cornell.edu/individual/UR-299030","Chessboard Distributions and Random Vectors with Specified Marginals and Covariance Matrix","0","null","null"
"http://scholars.cornell.edu/individual/UR-415860","A Computer Package for Optimal Multiobjective Var Planning in Large-Scale Power-Systems","2","null","[Large-Scale, Planning]"
"http://scholars.cornell.edu/individual/UR-210559","Scaling laws for soliton pulse compression by cascaded quadratic nonlinearities","15","null","[generation, numerical simulations, scaling, fiber, nonlinearity, crystal, control, nonlinear, simulations, pulse compression, second-harmonic generation, soliton pulse, pulse, Scaling, compression]"
"http://scholars.cornell.edu/individual/UR-415862","A More Efficient Formulation for Computation of the Maximum Loading Points in Electric-Power Systems","1","null","[Computation]"
"http://scholars.cornell.edu/individual/UR-415861","A Decoupled Load Flow Method for Distribution Power Networks - Algorithms, Analysis and Convergence Study","5","null","[Networks, Load, Analysis, Power, Flow]"
"http://scholars.cornell.edu/individual/UR-440820","Acoustic signals generated in inclined granular flows","0","null","null"
"http://scholars.cornell.edu/individual/UR-136022","ADVECTION/DIFFUSION OF LARGE-SCALE B FIELD IN ACCRETION DISKS","20","[viscosity, radiation]","[galaxies, magnetic field, MRI, FIELD, LARGE-SCALE, outflows, turbulence, ACCRETION DISKS, radial, accretion, turbulent, field, electromagnetic, radiation, DISKS, instability, ACCRETION, large-scale, holes]"
"http://scholars.cornell.edu/individual/UR-136020","Planet Migration and Disk Destruction due to Magneto-Centrifugal Stellar Winds","14","[motion, rotation, pressure, wind]","[accretion, radial, magnetic field, turbulent, field, Migration, boundary layer, rotation, migration, momentum, influence]"
"http://scholars.cornell.edu/individual/UR-52015","Solar System: Ring in the new","1","null","[Ring]"
"http://scholars.cornell.edu/individual/UR-350863","An Assessment of the Root Zone Method of Waste-Water Treatment","1","null","[Assessment]"
"http://scholars.cornell.edu/individual/UR-52016","Observations of Ejecta Clouds Produced by Impacts onto Saturn’s Rings","8","[meteoroids]","[meteoroids, rings, Clouds, compact, impact, Rings, clouds, knowledge]"
"http://scholars.cornell.edu/individual/UR-350864","Experiments and Modeling of the Transport of Trichloroethene Vapor in Unsaturated Aquifer Material","4","null","[Aquifer Material, Transport, Experiments, Modeling]"
"http://scholars.cornell.edu/individual/UR-136028","Magnetocentrifugally Driven Winds: Comparison of MHD Simulations with Theory","12","null","[accretion, Simulations, magnetic field, field, Theory, simulation, MHD, axisymmetric, outflows, boundary conditions, simulations, influence]"
"http://scholars.cornell.edu/individual/UR-440819","Planar equilibrium shapes of a liquid drop on a membrane","17","null","[tension, Young's equation, membrane, shear, shape, shear modulus, change, Neumann's triangle, liquid drop, liquid, shapes, elastic, fluid, force, equilibrium, value, energy]"
"http://scholars.cornell.edu/individual/UR-136027","Influence of Ohmic Heating on Advection-Dominated Accretion Flows","17","[Heating, radiation, ions, plasma, heating, electrons]","[efficiency, Accretion, turbulence, instabilities, plasma instabilities, accretion, turbulent, radiation, Influence, plasma, dissipation, flow, energy]"
"http://scholars.cornell.edu/individual/UR-350862","Parameters Affecting Steady-state Floc Blanket Performance","1","null","[Parameters]"
"http://scholars.cornell.edu/individual/UR-350867","Flocculation-Sedimentation Performance Model for Laminar-Flow Hydraulic Flocculation with Polyaluminum Chloride and Aluminum Sulfate Coagulants","5","[Aluminum, Flocculation, Coagulants]","[Aluminum, Flocculation, Model, Performance]"
"http://scholars.cornell.edu/individual/UR-350868","Toxic trace metal adsorption and speciation in an alkaline Rift Valley lake","3","[adsorption]","[adsorption, metal, lake]"
"http://scholars.cornell.edu/individual/UR-136024","Bondi-Hoyle Accretion onto Magnetized Neutron Star","15","[motion, radius]","[magnetic field, Axisymmetric, Accretion, focusing, velocity, simulations, accretion, emission, field, X-ray, parameters, dipole, flow]"
"http://scholars.cornell.edu/individual/UR-350866","Enhanced in-situ mobilization and biodegradation of phenanthrene from soil by a solvent/surfactant system","1","[soil]","[soil]"
"http://scholars.cornell.edu/individual/UR-136023","Kelvin-Helmholtz Instability of the Magnetopause of Disc-Accreting Stars","16","[plasma]","[magnetic field, shear, velocity, radial, field, parallel, instability, self-consistent, Instability, disc, power, plasma, dipole, stability, flow, theory]"
"http://scholars.cornell.edu/individual/UR-415863","A New Approach for Optimal Var Sources Planning in Large-Scale Electric-Power Systems","2","null","[Large-Scale, Planning]"
"http://scholars.cornell.edu/individual/UR-452811","Does Fund Size Erode Mutual Fund Performance? The Role of Liquidity and Organization","6","null","[performance, management, Liquidity, scale, liquidity, relationship]"
"http://scholars.cornell.edu/individual/UR-415866","An Improved Method for Online Calculation and Compensation of the Static Deflection at a Robot End-Effector","2","null","[Deflection, Compensation]"
"http://scholars.cornell.edu/individual/UR-415865","An efficient algorithm for real-time network reconfiguration in large scale unbalanced distribution systems","4","null","[large scale, distribution systems, real-time, scale]"
"http://scholars.cornell.edu/individual/UR-413204","Three-dimensional DNA Image Cytometry by Optical Projection Tomographic Microscopy for Early Cancer Diagnosis","25","[Microscopy, absorption, fluorescence, DNA, methods, tomography, Aneuploidy, diagnosis, microscopy, Diagnosis]","[projections, computed tomography, morphology, x-ray, absorption, Projection, diagnosis, biomarker, three-dimensional, Three-dimensional, Microscopy, three-dimensional (3-D), field, fluorescence, DNA, tomography, cancer, microscopy, Diagnosis, projection, flow, errors, Cancer]"
"http://scholars.cornell.edu/individual/UR-415868","Applying Network Window Schema and a Simulated Annealing Technique to Optimal VAR Planning in Large-scale Power Systems","6","null","[Annealing, Power Systems, Simulated Annealing, Large-scale, Planning, Power]"
"http://scholars.cornell.edu/individual/UR-452814","Individual Preferences, Monetary Gambles, and Stock Market Participation: A Case for Narrow Framing","8","null","[agent, decision-making, Narrow Framing, portfolio, Individual, utility, analysis, choice]"
"http://scholars.cornell.edu/individual/UR-415867","An on-line contingency filtering scheme for dynamic security assessment - Discussion","2","null","[assessment, security]"
"http://scholars.cornell.edu/individual/UR-415869","Bidding Price Analysis for Competitive Generators and Large Consumers","1","null","[Analysis]"
"http://scholars.cornell.edu/individual/UR-362856","Misfit Layered Ca3Co4O9 as a HIgh Figure Merit p-type Transparent Conducting Oxide Film through Solution Processing","0","null","null"
"http://scholars.cornell.edu/individual/UR-415871","Capacitor Placement and Real Time Control in Large-scale Unbalanced Distribution Systems: Loss Reduction Formula, Problem Formulation, Solution Methodology and Mathematical Justification","5","null","[Control, Methodology, Large-scale, Time, Justification]"
"http://scholars.cornell.edu/individual/UR-210568","Electronic states and optical properties of PbSe nanorods and nanowires","11","[absorption, nanowires]","[PbSe, optical properties, agreement, Measurements, absorption, exciton, electronic structure, size-dependent, parameters, theory]"
"http://scholars.cornell.edu/individual/UR-415870","Bifurcations and Chaos in Electric-Power Systems - Numerical-Studies","2","null","[Chaos, Bifurcations]"
"http://scholars.cornell.edu/individual/UR-362855","Chemical Transformations of Nanomaterials for Energy Applications","3","null","[Applications, Energy, Nanomaterials]"
"http://scholars.cornell.edu/individual/UR-362858","Scalable Nanomanufacturing of Millimetre-Length 2D NaxCoO2 Nanosheets","1","null","[Nanosheets]"
"http://scholars.cornell.edu/individual/UR-415873","Capacitor Placement, Replacement and Control in Large-scale Distribution Systems by a GA-based Two-stage Algorithm - Discussion","3","null","[Distribution Systems, Control, Large-scale]"
"http://scholars.cornell.edu/individual/UR-415872","Capacitor placement and real time control in large-scale unbalanced distribution systems: Numerical studies","3","null","[control, time, large-scale]"
"http://scholars.cornell.edu/individual/UR-136033","Magnetohydrodynamic Simulations of Disk–Magnetized Star Interactions in the Quiescent Regime: Funnel Flows and Angular Momentum Transport","11","[rotation, pressure, radius]","[Simulations, ring, rotation, Momentum, evolution, Transport, dipole, flow, simulations]"
"http://scholars.cornell.edu/individual/UR-210564","Self-Similar Evolution of Parabolic Pulses in a Laser","11","[solutions]","[Self-Similar, laser, pulse propagation, resonator, Laser, Self-similar, pulse, Evolution, nonlinear, self-similar]"
"http://scholars.cornell.edu/individual/UR-136032","Advective Accretion Disks and Related Problems Including Magnetic Fields","26","[convection, heating]","[treatment, magnetic field, disks, stress tensor, convection, accretion, parallel, model, stability, energy, advection, models, stress, Accretion, turbulence, Accretion Disks, turbulent, field, prescription, Disks, Magnetic Fields, choice, theory, accretion disks, status]"
"http://scholars.cornell.edu/individual/UR-210563","Optical solitons in graded-index multimode fibres","15","[lasers, telecommunications]","[waves, scaling, optical solitons, plasmas, data, fibres, Optical solitons, Solitons, telecommunications, wave propagation, should, fibre, solitons, applications]"
"http://scholars.cornell.edu/individual/UR-136031","Magnetic Helix Formation Driven by Keplerian Disk Rotation in an External Plasma Pressure --- The Initial Expansion Stage","13","[Plasma, rotation, pressure, plasma, Rotation, Pressure]","[radial, Plasma, field, rotation, Helix, axisymmetric, evolution, plasma, experience, Rotation, energy]"
"http://scholars.cornell.edu/individual/UR-350869","Mechanisms for Trichloroethylene Vapor Sorption onto Soil Minerals","4","[Trichloroethylene, Soil, Minerals]","[Sorption, Trichloroethylene, Soil]"
"http://scholars.cornell.edu/individual/UR-210565","Limits to compression with cascaded quadratic solition compressors","7","null","[numerical simulations, model, compression, dispersion, perturbations, energy, simulations]"
"http://scholars.cornell.edu/individual/UR-210560","Nonlocal explanation of stationary and nonstationary regimes in cascaded solition pulse compression","5","null","[pulse compression, soliton pulse, pulse, compression, theory]"
"http://scholars.cornell.edu/individual/UR-210562","Ultrafast and Octave-Spanning Optical Nonlinearities from Strongly Phase-Mismatched Quadratic Interactions","15","[lithium]","[crystals, nonlinearity, crystal, infrared, phase matching, nonlinear, experience, matching, frequency, ultrafast, Ultrafast, pulse, compression, applications]"
"http://scholars.cornell.edu/individual/UR-258503","Electronic Origin of Ultrafast Photoinduced Strain in BiFeO3","24","[x-ray diffraction]","[Origin, generation, strain, screening, diffraction, x-ray, optical pulses, relaxation, optical excitation, transport, piezoelectric, ferroelectricity, Strain, Ultrafast, correlation, x-ray diffraction, field, synchrotron, depolarization field, Time-resolved, time, electronic transport, multiferroics, distortion]"
"http://scholars.cornell.edu/individual/UR-210561","On type I cascaded quadratic soliton compression in lithium niobate: Compressing femtosecond pulses from high-power fiber lasers","13","[lasers, lithium]","[fiber, laser, diffraction, pulse, fiber lasers, velocity, compression, dispersion, fiber laser, energy, 10]"
"http://scholars.cornell.edu/individual/UR-350874","IMPACT OF VAPOR SORPTION ON THE SUBSURFACE TRANSPORT OF VOLATILE ORGANIC-COMPOUNDS - A NUMERICAL-MODEL AND ANALYSIS","5","null","[TRANSPORT, IMPACT, SUBSURFACE, SORPTION, ANALYSIS]"
"http://scholars.cornell.edu/individual/UR-350875","Validation of a Hybrid “Two-Site Gamma” Model for Naphthalene Desorption Kinetics","7","[Kinetics]","[Validation, Naphthalene, Desorption Kinetics, Hybrid, Model, Desorption, Kinetics]"
"http://scholars.cornell.edu/individual/UR-350872","Effects of Soil Properties and Moisture on the Sorption of Trichloroethylene Vapor","3","[Soil]","[Sorption, Moisture, Soil]"
"http://scholars.cornell.edu/individual/UR-350873","Post-sedimentation Application of Polyaluminum Chloride to Enhance Rapid Sand Filter Performance","4","null","[Sand, Filter, Sand Filter, Performance]"
"http://scholars.cornell.edu/individual/UR-136038","Propeller Regime of Disk Accretion to Rapidly Rotating Stars","11","[viscosity, radius, wind]","[accretion, types, Accretion, function, velocity, parameters, simulations, momentum]"
"http://scholars.cornell.edu/individual/UR-350878","Gravity-Powered Chemical Dose Controller for Sustainable, Municipal-Scale Drinking Water Treatment","4","[Water]","[Water, Treatment, Drinking Water, Water Treatment]"
"http://scholars.cornell.edu/individual/UR-136035","Three Dimensional MHD Simulations of Accretion to an Inclined Rotator: The Cubed Sphere Method","15","[face, rotation]","[Simulations, magnetic field, Accretion, cross section, rotation, MHD, description, Sphere, 3D, accretion, field, sphere, numerical method, flow]"
"http://scholars.cornell.edu/individual/UR-350876","Enhanced M-situ mobilization and biodegradation of phenanthrene from the soil by solvent/surfactant","4","[soil]","[mobilization, biodegradation, soil, phenanthrene]"
"http://scholars.cornell.edu/individual/UR-136034","MHD Simulations of Bondi Accretion to a Star in the Propeller Regime","16","[light, rotation, pressure, radius, wind]","[accretion, Simulations, Accretion, gradient, rotation, MHD, axisymmetric, cylinder, force, X-ray, observability, simulations]"
"http://scholars.cornell.edu/individual/UR-350877","Competition and Enhancement of Voc Sorption at Low Sorbent Moisture Contents","5","null","[Competition, Sorption, Moisture, Voc, Sorbent]"
"http://scholars.cornell.edu/individual/UR-415875","Computer Algorithms in Power-Systems - from Constructive Methods to Truncated Fractals","3","[Algorithms, Fractals, Methods]","[Algorithms, Fractals]"
"http://scholars.cornell.edu/individual/UR-208243","Atmospheric Transport and Deposition of Mineral Dust to the Ocean: Implications for Research Needs","22","[phytoplankton]","[Atmospheric Transport, modeling, nutrient, release, impact, experiments, deposition, Data, transport, biogeochemistry, measurement, Mineral Dust, ocean, field, mineral dust, Model, Transport, emissions, Deposition, knowledge, measurements]"
"http://scholars.cornell.edu/individual/UR-208244","Climate Sensitivity Estimated From Temperature Reconstructions of the Last Glacial Maximum","19","[carbon dioxide, Climate, Temperature, carbon, probability, temperature, climate, uncertainty]","[anthropogenic, carbon dioxide, Climate, Temperature, data, Glacial, probability, impact, change, climate, uncertainty, Sensitivity, carbon, temperature, model, sensitivity, equilibrium, emissions, knowledge]"
"http://scholars.cornell.edu/individual/UR-415874","Chaos in a Simple Power-System","1","null","[Chaos]"
"http://scholars.cornell.edu/individual/UR-415877","Constructing Analytical Energy Functions for Network-preserving Power System Models","4","null","[Energy, Power System, Models, Power]"
"http://scholars.cornell.edu/individual/UR-415876","Constructing Analytical Energy Functions for Lossless Network-reduction Power System Models: Framework and New Developments","3","null","[Energy, Power System, Power]"
"http://scholars.cornell.edu/individual/UR-350870","Image Analysis of Floc Blanket Dynamics: Investigation of Floc Blanket Thickening, Growth, and Steady State","1","null","[Analysis]"
"http://scholars.cornell.edu/individual/UR-415879","Development of a Dynamic ZIP-motor Load Model From On-line Field Measurements","5","null","[Field, Load, Measurements, Development, Model]"
"http://scholars.cornell.edu/individual/UR-398812","Spatiotemporal dynamics of multimode optical solitons","10","[lasers, environment]","[dynamics, environment, fiber, optical solitons, nonlinearity, Raman, fiber lasers, nonlinear, solitons]"
"http://scholars.cornell.edu/individual/UR-415878","CPFLOW: a Practical Tool for Tracing Power-System Steady-State Stationary Behavior Due to Load and Generation Variations","5","null","[Load, Generation, Variations, Behavior, Steady-State]"
"http://scholars.cornell.edu/individual/UR-350871","Transport of Dissolved Organic Macromolecules and Their Effect on the Transport of Phenanthrene in Porous-Media","2","null","[Phenanthrene, Transport]"
"http://scholars.cornell.edu/individual/UR-208245","Atmospheric Iron Deposition: Global Distribution, Variability, and Human Perturbations","13","[Methods]","[Atmospheric inputs, desert dust, ocean, combustion, Desert dust, review, deposition, integration, direct, Perturbations, variability, emissions]"
"http://scholars.cornell.edu/individual/UR-398811","Effects of Disorder on Electronic Properties of Nanocrystal Assemblies","1","null","[Nanocrystal]"
"http://scholars.cornell.edu/individual/UR-415880","Development of a Frequency-Dependent Composite Load Model Using the Measurement Approach","5","null","[Measurement, Load, Composite, Development, Model]"
"http://scholars.cornell.edu/individual/UR-415882","Direct Stability Analysis of Electric-Power Systems Using Energy Functions - Theory, Applications, and Perspective","5","null","[Stability Analysis, Stability, Energy, Analysis, Direct]"
"http://scholars.cornell.edu/individual/UR-313812","Composition-dependent superconductivity in La2-xSrxCuO4- delta","0","null","null"
"http://scholars.cornell.edu/individual/UR-415881","Development of a Micro-Processor-Based Transient Data Recording-System for Load Behavior Analysis","6","null","[Load, Analysis, Development, Data, Transient, Behavior]"
"http://scholars.cornell.edu/individual/UR-8205","Covalent Attachment of a Transition Metal Coordination Complex to Functionalized Oligo(phenylene-ethynylene) Self-Assembled Monolayers","14","[photoelectron spectroscopy, adsorption, kinetics]","[stoichiometry, adsorption, Self-Assembled Monolayers, monolayers, Attachment, Metal, SAMs, spectroscopy, Monolayers, molecule, X-ray, kinetics, self-assembled monolayers]"
"http://scholars.cornell.edu/individual/UR-415884","Existence, Uniqueness, and Monotonic Properties of the Feasible Power Flow Solution for Radial Rhree-phase Distribution Networks","4","null","[Networks, Radial, Power, Flow]"
"http://scholars.cornell.edu/individual/UR-313810","Bulk superconductivity at 91 K in single-phase oxygen-deficient perovskite Ba2YCu","0","null","null"
"http://scholars.cornell.edu/individual/UR-415883","Dynamic Load Models in Power-Systems Using the Measurement Approach","3","null","[Measurement, Load, Models]"
"http://scholars.cornell.edu/individual/UR-438521","Capillarity-Driven Flows at the Continuum Limit","14","[thermodynamics, mechanics]","[continuum, nanoscale, experiments, breakdown, thermodynamics, mechanics, controlled, Continuum, coupling, dynamics, slip, fluid, fluid mechanics, microfluidic]"
"http://scholars.cornell.edu/individual/UR-456393","A framework for organizational quality culture","2","null","[culture, quality]"
